restaurant_id,date,metro_station,rest_name,full_address,target,longitude,latitude,chain_flg,avg_bill,rest_type,metro_distance,center_distance,avg_rating,rating_count,review_count,comp_100m,comp_200m,comp_300m,comp_rating_avg_100m,comp_rating_avg_200m,comp_rating_avg_300m,flag_no_comp_100m,flag_no_comp_200m,reviews_count_collected,avg_review_len_chars,avg_review_len_words,positive_share,neutral_share,negative_share,avg_sentiment_score,service_complaint_share,food_complaint_share,price_complaint_share,negative_service_share,negative_food_share,negative_price_share,service_among_negative_share,food_among_negative_share,price_among_negative_share,spark_link,egrul_flg,revenue_2025_m,net_profit_2025_m,arbitration_case_count,inspection_count,inn
751,2026-03-22,Кропоткинская,Клуб Elysium Hall / Элизиум Холл,Пречистенская наб. 17-19,0.0,37.605371,55.739535,0.0,3500.0,Club,650.0,1964,5.0,248.0,165,2.0,3.0,7.0,4.55,4.7,4.2286,0,0,50,233,33,0.9,0.02,0.08,0.82,0.12,0.0,0.02,0.02,0.0,0.02,0.25,0.0,0.25,-,-,-,-,-,-,-
752,2026-03-22,Добрынинская,Ресторан Everest Mansion / Эверест мэншн,ул. Житная 4,0.0,37.622323,55.730243,0.0,3500.0,Restaurant,177.0,2857,5.0,210.0,140,5.0,17.0,41.0,04.08,4.4706,4.4868,0,0,50,357,51,0.98,0.0,0.02,0.96,0.12,0.02,0.04,0.02,0.0,0.0,1.0,0.0,0.0,https://spark-interfax.ru/system/home/card#/company/38F6C1A4FAC741FAE063269AA8C0717D/101,0,"2,7",-1,0,0,9713028615
753,2026-03-22,Маяковская,Ресторан Everest Siberia / Эверест Сиберия,ул. Садовая-Триумфальная 22/31,0.0,37.603536,55.771788,0.0,3500.0,Restaurant,519.0,1984,5.0,520.0,347,8.0,19.0,26.0,4.775,4.5889,4.65,0,0,50,480,69,0.88,0.04,0.08,0.8,0.16,0.1,0.06,0.04,0.04,0.04,0.5,0.5,0.5,https://spark-interfax.ru/system/home/card#/company/1425A366574E7C2DE063259AA8C0BF58/101,0,83,"-14,8",1,2,3652903297
754,2026-03-22,Баррикадная,Ресторан Grace Bistro / Грейс бистро,ул. Спиридоновка 25/20с1,0.0,37.589206,55.762671,0.0,3400.0,Restaurant,629.0,1934,4.9,4424.0,2949,4.0,11.0,17.0,4.7,4.7182,4.6529,0,0,50,503,74,0.76,0.06,0.18,0.58,0.12,0.12,0.08,0.06,0.04,0.04,0.3333,0.2222,0.2222,https://spark-interfax.ru/system/home/card#/company/1556C9D681D54718A56956250835FC3C/101,0,"172,2","1,3",3,2,9710017340
755,2026-03-22,Баррикадная,Ресторан HookahPlace Ultima / Хукаплейс Ультима,"ул. Малая Никитская 24, стр. 1",0.0,37.587538,55.759321,1.0,5000.0,Hookah lounge,545.0,1921,4.8,67.0,45,1.0,5.0,10.0,5.0,4.64,4.7,0,0,44,269,41,0.8182,0.0682,0.1136,0.7045,0.0909,0.0909,0.0455,0.0455,0.0682,0.0227,0.4,0.6,0.2,-,-,-,-,-,-,-
756,2026-03-22,Кузнецкий Мост,Ресторан Il forno / Иль Форно,ул. Неглинная 8/10,0.0,37.620722,55.761374,1.0,3400.0,Restaurant,335.0,650,4.8,2137.0,1425,8.0,37.0,57.0,4.4429,4.5417,4.4164,0,0,50,505,77,0.54,0.1,0.36,0.18,0.34,0.24,0.12,0.22,0.14,0.08,0.6111,0.3889,0.2222,https://spark-interfax.ru/system/home/card#/company/796128754CD34CB398ECDACF964FA19F/101,0,285,"1,5",3,0,7730687893
757,2026-03-22,Киевская,Ресторан Il forno / Иль Форно,"пр. Кутузовский 2/1, стр. 6",0.0,37.568086,55.7517,1.0,3400.0,Restaurant,864.0,3132,4.7,2317.0,1545,6.0,17.0,30.0,4.5181,4.5291,4.5205,0,0,50,402,58,0.94,0.0,0.06,0.88,0.1,0.06,0.02,0.0,0.0,0.02,0.0,0.0,0.3333,https://spark-interfax.ru/system/home/card#/company/796128754CD34CB398ECDACF964FA19F/101,0,285,"1,5",3,0,7730687893
758,2026-03-22,Арбатская,Ресторан Юг 22,Большая Никитская 22/2,0.0,37.602642,55.757289,0.0,3300.0,Restaurant,606.0,950,4.8,1898.0,1265,12.0,23.0,48.0,4.7182,4.6182,4.6413,0,0,50,569,86,0.72,0.06,0.22,0.5,0.26,0.12,0.08,0.12,0.08,0.02,0.5455,0.3636,0.0909,-,-,-,-,-,-,-
759,2026-03-22,Цветной бульвар,Караоке-клуб К11,Малый Каретный переулок 11,0.0,37.614561,55.771743,0.0,3500.0,Karaoke club,279.0,1783,4.8,317.0,211,1.0,1.0,3.0,4.6922,4.3448,4.75,0,0,50,215,32,0.94,0.0,0.06,0.88,0.1,0.02,0.04,0.04,0.0,0.0,0.6667,0.0,0.0,-,-,-,-,-,-,-
760,2026-03-22,Трубная,Ресторан Клево,ул. Петровка 27,0.0,37.613113,55.767468,0.0,2700.0,Restaurant,456.0,1327,4.9,6242.0,4161,5.0,19.0,39.0,4.42,4.5842,4.6077,0,0,50,526,77,0.76,0.06,0.18,0.58,0.16,0.08,0.24,0.08,0.02,0.1,0.4444,0.1111,0.5556,-,-,-,-,-,-,-
761,2026-03-22,Пушкинская,Ресторан Кофемания Chef's / Кофемания шефс,Спиридоньевский пер. 17,0.0,37.595591,55.762901,0.0,3400.0,Restaurant,805.0,1587,4.8,1127.0,751,17.0,35.0,48.0,4.5286,4.5484,4.5419,0,0,50,402,59,0.78,0.08,0.14,0.64,0.14,0.18,0.18,0.06,0.02,0.06,0.4286,0.1429,0.4286,https://spark-interfax.ru/system/home/card#/company/01E12E7399B60B70E063259AA8C00A8F/101,0,922,380,2,0,9704217824
762,2026-03-22,Новокузнецкая,Ресторан Космо by Сommunity / Космо бай Комьюнити,Космодамианская наб. 2,0.0,37.637722,55.745677,0.0,3500.0,Restaurant,693.0,1689,4.8,28.0,19,2.0,4.0,5.0,4.55,4.55,4.6333,0,0,22,316,45,0.9091,0.0,0.0909,0.8182,0.0455,0.0909,0.0455,0.0455,0.0455,0.0455,0.5,0.5,0.5,-,-,-,-,-,-,-
763,2026-03-22,Трубная,Бар Leon / Леон,"Звонарский пер. 5, цокольный этаж",0.0,37.621999,55.764681,0.0,3200.0,Bar,475.0,1025,5.0,79.0,53,2.0,5.0,26.0,4.85,4.58,4.2917,0,0,50,339,49,0.9,0.02,0.08,0.82,0.08,0.08,0.0,0.02,0.04,0.0,0.25,0.5,0.0,-,-,-,-,-,-,-
764,2026-03-22,Сухаревская,Ресторан Lila / Лила,ул. Сретенка 22/1c1,0.0,37.632506,55.769489,0.0,2500.0,Restaurant,425.0,1785,4.7,4227.0,2818,11.0,27.0,42.0,4.6364,4.6556,4.6146,0,0,50,576,86,0.7,0.1,0.2,0.5,0.18,0.24,0.14,0.08,0.1,0.04,0.4,0.5,0.2,-,-,-,-,-,-,-
765,2026-03-22,Кузнецкий Мост,Ресторан Loomi / Луми,ул. Неглинная 8/10,0.0,37.620722,55.761374,0.0,3500.0,Restaurant,335.0,650,4.7,477.0,318,8.0,37.0,57.0,4.4429,4.5417,4.4164,0,0,50,545,84,0.76,0.06,0.18,0.58,0.18,0.1,0.04,0.1,0.04,0.02,0.5556,0.2222,0.1111,-,-,-,-,-,-,-
766,2026-03-22,Арбатская,Ресторан Marble / Марбл,Никитский бульвар 10,0.0,37.601047,55.754913,0.0,3500.0,Restaurant,437.0,1040,4.4,137.0,91,10.0,14.0,41.0,4.6333,4.6923,4.6231,0,0,50,332,49,0.92,0.02,0.06,0.86,0.08,0.02,0.08,0.0,0.02,0.0,0.0,0.3333,0.0,-,-,-,-,-,-,-
767,2026-03-22,Китай-город,Бар Marea,Лубянский пр. 15/2,0.0,37.632347,55.756834,0.0,3300.0,Bar,181.0,930,4.8,484.0,323,9.0,31.0,50.0,4.2444,4.4893,4.5298,0,0,50,345,52,0.78,0.08,0.14,0.64,0.1,0.18,0.18,0.04,0.12,0.06,0.2857,0.8571,0.4286,-,-,-,-,-,-,-
768,2026-03-22,Пушкинская,Ресторан Mela,пер. Спиридоньевский 12/9,0.0,37.596642,55.763041,0.0,3500.0,Restaurant,737.0,1539,4.6,352.0,235,7.0,31.0,44.0,4.6667,4.5607,4.5375,0,0,50,543,79,0.76,0.06,0.18,0.58,0.16,0.18,0.06,0.08,0.1,0.02,0.4444,0.5556,0.1111,-,-,-,-,-,-,-
769,2026-03-22,Кузнецкий Мост,Ресторан Miss You / Мисс Ю,ул. Петровка 12,0.0,37.618384,55.762977,0.0,3500.0,Restaurant,539.0,800,4.9,1736.0,1157,6.0,31.0,64.0,4.4667,4.5467,4.5082,0,0,50,618,91,0.9,0.02,0.08,0.82,0.18,0.16,0.04,0.04,0.04,0.02,0.5,0.5,0.25,https://spark-interfax.ru/system/home/card#/company/EF55E568608652CFE053249AA8C0A305/101,0,"387,6","77,4",0,0,7708412572
770,2026-03-22,Лубянка,Лаунж Мята Platinum Лубянка,Новая площадь 8с2,0.0,37.626711,55.758073,0.0,3500.0,Hookah lounge,183.0,624,5.0,2525.0,1683,4.0,19.0,23.0,4.5,4.3333,4.3059,0,0,50,313,45,0.88,0.02,0.1,0.78,0.1,0.04,0.02,0.02,0.02,0.0,0.2,0.2,0.0,https://spark-interfax.ru/system/home/card#/company/B21EF4D88872369CE053219AA8C0E142/101,0,-,-,0,0,7708412572
771,2026-03-22,Маяковская,Ресторан Mollusca / Моллюска,пер. Б. Козихинский 19/6,0.0,37.595304,55.764114,1.0,2500.0,Restaurant,666.0,1673,4.9,2596.0,1731,8.0,31.0,45.0,4.6143,4.5643,4.5525,0,0,50,326,49,0.8,0.08,0.12,0.68,0.1,0.08,0.1,0.04,0.04,0.0,0.3333,0.3333,0.0,-,-,-,-,-,-,-
772,2026-03-22,Маяковская,Ресторан Moscow-Delhi / Москва-Дели,пер. Ермолаевский 7,0.0,37.590505,55.764352,0.0,3500.0,Restaurant,720.0,1944,4.7,1587.0,1058,2.0,9.0,28.0,4.9,4.6625,4.6385,0,0,50,621,96,0.7,0.08,0.22,0.48,0.12,0.1,0.1,0.08,0.06,0.02,0.3636,0.2727,0.0909,-,-,-,-,-,-,-
773,2026-03-22,Охотный Ряд,Ресторан Москва,ул. Охотный Ряд 2,0.0,37.616732,55.757261,0.0,3000.0,Restaurant,50.0,171,4.6,254.0,169,6.0,17.0,30.0,4.5181,4.5291,4.5205,0,0,50,459,67,0.7,0.12,0.18,0.52,0.12,0.1,0.06,0.02,0.06,0.02,0.1111,0.3333,0.1111,https://spark-interfax.ru/system/home/card#/company/00741CD34ACC48E993FB0FE850B4BFA1/101,0,295,"18,9",1,1,7842314699
774,2026-03-22,Арбатская,Ресторан Niki / Ники,Арбатская пл. 14 с. 1,0.0,37.602121,55.752446,0.0,3500.0,Restaurant,250.0,1038,4.7,1195.0,797,5.0,10.0,27.0,4.45,4.5778,4.5308,0,0,50,539,79,0.8,0.06,0.14,0.66,0.16,0.12,0.04,0.06,0.08,0.02,0.4286,0.5714,0.1429,https://spark-interfax.ru/system/home/card#/company/B959E4BBB5C941FAE053219AA8C053A6/101,0,"119,6","0,3",6,0,9729303874
775,2026-03-22,Пушкинская,Ресторан Oshi Izakaya / Оши изакая,ул. Малая Бронная 22 стр.2,0.0,37.59501,55.762999,0.0,3500.0,Restaurant,837.0,1624,5.0,606.0,404,5.0,8.0,10.0,4.6,4.6125,4.52,0,0,50,476,69,0.86,0.06,0.08,0.78,0.1,0.06,0.06,0.04,0.02,0.02,0.5,0.25,0.25,-,-,-,-,-,-,-
776,2026-03-22,Третьяковская,Ресторан Pomme Verte / Помме верте,"ул. Пятницкая 20, стр. 1",0.0,37.628262,55.741802,0.0,3500.0,Restaurant,86.0,1694,4.8,287.0,191,20.0,35.0,49.0,4.51,4.5657,4.5417,0,0,50,708,106,0.8,0.08,0.12,0.68,0.16,0.1,0.02,0.02,0.04,0.0,0.1667,0.3333,0.0,-,-,-,-,-,-,-
777,2026-03-22,Смоленская,Ресторан Relict / Реликт,ул. Смоленская 6,0.0,37.581041,55.746462,0.0,3500.0,Restaurant,131.0,2512,5.0,774.0,516,15.0,26.0,36.0,4.7786,4.625,4.6294,0,0,50,600,86,0.82,0.1,0.08,0.74,0.08,0.08,0.0,0.0,0.02,0.0,0.0,0.25,0.0,-,-,-,-,-,-,-
778,2026-03-22,Китай-город,Пиццерия Rusty Rat & Pizza / Расти рат энд пицца,"Большой Черкасский пер. 11, стр. 1",0.0,37.626634,55.757186,0.0,2500.0,Pizzeria,467.0,586,4.9,262.0,175,1.0,46.0,59.0,4.3,4.1462,4.1596,0,0,50,593,91,0.76,0.06,0.18,0.58,0.34,0.16,0.0,0.08,0.04,0.0,0.4444,0.2222,0.0,-,-,-,-,-,-,-
779,2026-03-22,Китай-город,Ресторан Рыба моя,пл. Славянская 2,0.0,37.634172,55.753357,1.0,3250.0,Restaurant,223.0,1072,4.9,5814.0,3876,5.0,17.0,50.0,4.52,4.3786,4.5239,0,0,50,598,91,0.84,0.02,0.14,0.7,0.14,0.06,0.04,0.04,0.0,0.04,0.2857,0.0,0.2857,-,-,-,-,-,-,-
780,2026-03-22,Цветной бульвар,Ресторан Сахли,пер. Б. Каретный 6,0.0,37.61647,55.77053,0.0,3500.0,Restaurant,143.0,1639,4.9,2601.0,1734,1.0,4.0,29.0,4.8,4.7,4.4741,0,0,50,375,54,0.82,0.04,0.14,0.68,0.16,0.12,0.06,0.04,0.06,0.0,0.2857,0.4286,0.0,https://spark-interfax.ru/system/home/card#/company/EEA0596984E84112E053249AA8C03EA9/101,0,"23,6","-11,4",2,0,9715434267
781,2026-03-22,Арбатская,Ресторан Secret Place / Секретное место,Калошин пер. 4,0.0,37.592542,55.74793,0.0,2400.0,Restaurant,972.0,1796,4.7,586.0,391,1.0,1.0,24.0,4.6,4.6,4.4273,0,0,50,344,50,0.86,0.04,0.1,0.76,0.14,0.02,0.1,0.04,0.0,0.0,0.4,0.0,0.0,-,-,-,-,-,-,-
782,2026-03-22,Чистые пруды,Ресторан Шатёр,б-р Чистопрудный 12Ас6,0.0,37.644719,55.760717,0.0,4000.0,Restaurant,666.0,1783,4.7,6802.0,4535,4.0,26.0,54.0,4.6,4.512,4.5154,0,0,3,713,111,1.0,0.0,0.0,1.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
783,2026-03-22,Китай-город,Ресторан Шум,ул. Яузская 1/15,0.0,37.644658,55.750358,0.0,3500.0,Restaurant,898.0,1798,4.8,452.0,301,4.0,12.0,17.0,4.7333,4.6,4.55,0,0,10,106,10,0.2,0.0,0.8,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
784,2026-03-22,Трубная,Ресторан Soma / Сома,б-р Петровский 14,0.0,37.620062,55.767026,0.0,3300.0,Restaurant,197.0,1258,4.8,2139.0,1426,5.0,16.0,51.0,4.76,4.5733,4.4936,0,0,50,528,79,0.8,0.1,0.1,0.7,0.06,0.28,0.06,0.04,0.08,0.02,0.4,0.8,0.2,-,-,-,-,-,-,-
785,2026-03-22,Чеховская,Ресторан Tatooine / Татуин,ул. Петровка 23/10с5,0.0,37.615005,55.766272,0.0,3500.0,Restaurant,392.0,1176,5.0,302.0,201,5.0,17.0,48.0,4.3,4.4438,4.5809,0,0,50,768,113,0.84,0.06,0.1,0.74,0.26,0.06,0.08,0.06,0.0,0.0,0.6,0.0,0.0,https://spark-interfax.ru/system/home/card#/company/04146008D0ED7897E063259AA8C050A8/101,0,"0,06","-16,3",0,2,9707006130
786,2026-03-22,Кузнецкий Мост,Ресторан Greeks&Pasta / Грикс энд паста,ул. Неглинная 15,0.0,37.619743,55.76287,0.0,3500.0,Restaurant,461.0,797,4.7,1511.0,1007,6.0,25.0,60.0,4.5,4.444,4.5569,0,0,3,874,135,0.6667,0.3333,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://spark-interfax.ru/system/home/card#/company/BC9349A4532960E0E053219AA8C04851/101,0,"450,3","366,4",1,0,9706013350
787,2026-03-22,Полянка,Ресторан The Waiters / Вейтерс,Якиманская наб. 4/1,0.0,37.612211,55.740004,0.0,3500.0,Restaurant,431.0,1789,4.8,2776.0,1851,2.0,11.0,24.0,3.8,4.3727,4.3952,0,0,50,482,73,0.58,0.1,0.32,0.26,0.12,0.18,0.16,0.1,0.14,0.08,0.3125,0.4375,0.25,-,-,-,-,-,-,-
788,2026-03-22,Пушкинская,Бар ToMi / Томи,ул. Малая Бронная 27/14,0.0,37.594058,55.763329,0.0,3200.0,Bar,886.0,1694,4.9,246.0,164,5.0,17.0,21.0,4.625,4.6,4.6,0,0,50,481,71,0.72,0.04,0.24,0.48,0.18,0.08,0.1,0.12,0.02,0.04,0.5,0.0833,0.1667,-,-,-,-,-,-,-
789,2026-03-22,Трубная,Кальянная Uma / Ума,Цветной бул. 2,0.0,37.624023,55.768595,0.0,3500.0,Hookah lounge,253.0,1478,5.0,324.0,216,3.0,3.0,27.0,4.7667,4.7667,4.3417,0,0,50,591,88,0.78,0.08,0.14,0.64,0.12,0.06,0.02,0.04,0.02,0.02,0.2857,0.1429,0.1429,-,-,-,-,-,-,-
790,2026-03-22,Парк культуры,Бар Танцы food & people / Винный базар. Танцы,"наб. Пречистенская 15, стр. 2",0.0,37.605509,55.739026,0.0,3500.0,Bar,798.0,2013,4.8,3789.0,2526,1.0,3.0,7.0,4.1,4.7,4.2286,0,0,50,409,61,0.84,0.02,0.14,0.7,0.1,0.04,0.02,0.06,0.02,0.0,0.4286,0.1429,0.0,-,-,-,-,-,-,-
791,2026-03-22,Китай-город,Гастробар Well Well / Вел вел,ул. Славянская площадь 2,0.0,37.634172,55.753357,0.0,3300.0,Restaurant,223.0,1072,4.9,5814.0,3876,5.0,17.0,50.0,4.52,4.3786,4.5239,0,0,50,598,91,0.84,0.02,0.14,0.7,0.14,0.06,0.04,0.04,0.0,0.04,0.2857,0.0,0.2857,-,-,-,-,-,-,-
792,2026-03-22,Смоленская,Ресторан Yuma / Юма,Новинский бул. 8,0.0,37.584966,55.751431,0.0,3500.0,Restaurant,478.0,2099,4.8,366.0,244,10.0,28.0,39.0,4.1889,4.4481,4.3833,0,0,50,310,46,0.84,0.04,0.12,0.72,0.2,0.08,0.02,0.08,0.04,0.0,0.6667,0.3333,0.0,-,-,-,-,-,-,-
793,2026-03-22,Сухаревская,"Ресторан 0,5 Промилле",Большая Сухаревская площадь 9,0.0,37.638401,55.772527,0.0,3000.0,Restaurant,416.0,2270,5.0,48.0,32,2.0,6.0,9.0,4.95,4.6667,4.5667,0,0,31,263,38,0.9677,0.0323,0.0,0.9677,0.0323,0.0323,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,https://spark-interfax.ru/system/home/card#/company/46A3748B88BBB75BE063159AA8C0E9CD/101,0,-,-,0,0,7708457421
794,2026-03-22,Театральная,Ресторан Арома,"ул. Большая Дмитровка 8, стр. 1, вход с Кузнецкого моста",0.0,37.615403,55.760843,1.0,3000.0,Restaurant,406.0,577,5.0,320.0,213,18.0,40.0,64.0,4.4667,4.5625,4.5597,0,0,50,454,67,0.7,0.06,0.24,0.46,0.1,0.12,0.06,0.1,0.06,0.02,0.4167,0.25,0.0833,-,-,-,-,-,-,-
795,2026-03-22,Баррикадная,Ресторан Арома,ул. Большая Никитская 46/17с1,0.0,37.591042,55.757889,1.0,3000.0,Restaurant,811.0,1678,5.0,226.0,151,4.0,5.0,12.0,4.8,4.82,4.7417,0,0,50,519,76,0.94,0.02,0.04,0.9,0.12,0.06,0.02,0.0,0.02,0.0,0.0,0.5,0.0,-,-,-,-,-,-,-
796,2026-03-22,Чистые пруды,Ресторан Артист,"ул. Чаплыгина 1А, стр. 1",0.0,37.645992,55.764334,0.0,3000.0,Restaurant,475.0,2014,4.2,10.0,7,2.0,2.0,5.0,4.4,4.4,3.55,0,0,7,454,71,1.0,0.0,0.0,1.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
797,2026-03-22,Театральная,Кафе Ava Cafe / Ава кафе,"Красная площадь 3 ГУМ, этаж 2",0.0,37.620414,55.755223,0.0,3000.0,Café,300.0,187,2.6,38.0,25,12.0,28.0,46.0,4.0111,4.1318,4.2054,0,0,11,124,18,0.8182,0.0,0.1818,0.6364,0.0909,0.0,0.0,0.0909,0.0,0.0,0.5,0.0,0.0,https://spark-interfax.ru/system/home/card#/company/1599D159585F6814E063259AA8C081E8/101,0,"153,8","-22,6",3,0,7733443655
798,2026-03-22,Тверская,Ресторан Ava Bistro / Ава бистро,Большая Никитская ул. 23/14/9с2,0.0,37.599404,55.757311,1.0,3000.0,Restaurant,934.0,1151,4.8,367.0,245,9.0,22.0,42.0,4.5778,4.6045,4.63,0,0,50,605,92,0.7,0.06,0.24,0.46,0.14,0.22,0.04,0.08,0.06,0.0,0.3333,0.25,0.0,https://spark-interfax.ru/system/home/card#/company/1599D159585F6814E063259AA8C081E8/101,0,"153,8","-22,6",3,0,7733443655
799,2026-03-22,Краснопресненская,Ресторан Balzi Rossi / Бальци росси,пл. Кудринская 1,0.0,37.580816,55.759046,0.0,3000.0,Restaurant,329.0,2330,4.9,2154.0,1436,7.0,10.0,25.0,4.4333,4.5111,4.3304,0,0,50,767,113,0.9,0.04,0.06,0.84,0.18,0.14,0.12,0.04,0.04,0.02,0.6667,0.6667,0.3333,https://spark-interfax.ru/system/home/card#/company/4956EA0614E14E95A8B4D9C8A375460D/101,0,"331,9","22,6",0,0,7703785556
800,2026-03-22,Смоленская,Ресторан Босфор,Арбат 47/23,0.0,37.587676,55.74798,0.0,3000.0,Restaurant,343.0,2065,4.3,1089.0,726,9.0,20.0,30.0,4.5333,4.55,4.5464,0,0,50,351,52,0.72,0.06,0.22,0.5,0.12,0.04,0.04,0.06,0.04,0.02,0.2727,0.1818,0.0909,-,-,-,-,-,-,-
801,2026-03-22,Арбатская,Паб Busby Pub / Базби паб,Никитский бульвар 12,0.0,37.600777,55.755444,0.0,2800.0,Pub,491.0,1053,5.0,280.0,187,4.0,10.0,21.0,4.7,4.68,4.7,0,0,50,444,67,0.84,0.04,0.12,0.72,0.18,0.1,0.02,0.04,0.04,0.02,0.3333,0.3333,0.1667,-,-,-,-,-,-,-
802,2026-03-22,Таганская,Ресторан Restaurant by Deep Fried Friends,ул. Яузская 10/2 с4,0.0,37.646903,55.746418,0.0,2800.0,Restaurant,595.0,2110,4.7,2653.0,1769,3.0,4.0,10.0,4.6,4.525,4.4,0,0,50,530,80,0.68,0.08,0.24,0.44,0.16,0.08,0.06,0.08,0.04,0.02,0.3333,0.1667,0.0833,https://spark-interfax.ru/system/home/card#/company/B1A61FBE3E735B6EE053219AA8C07406/101,0,"212,2","15,7",7,3,9705148806
803,2026-03-22,Китай-город,Ресторан DeLaura / делаура,ул. Покровка 6,0.0,37.642188,55.758712,0.0,2800.0,Restaurant,673.0,1572,4.9,591.0,394,15.0,33.0,59.0,4.4333,4.5563,4.5089,0,0,50,504,74,0.8,0.14,0.06,0.74,0.26,0.16,0.04,0.04,0.04,0.02,0.6667,0.6667,0.3333,https://spark-interfax.ru/system/home/card#/company/4128F3877A0E43DDA614B06A30DF28BD/101,0,"94,8","3,4",6,1,7720511347
804,2026-03-22,Охотный Ряд,Ресторан Dr. Живаго / Доктор Живаго,ул. Моховая 15/1,0.0,37.613954,55.756991,0.0,2800.0,Restaurant,183.0,264,4.9,18750.0,12500,9.0,24.0,38.0,4.6875,4.465,4.5059,0,0,50,769,114,0.8,0.02,0.18,0.62,0.28,0.16,0.08,0.1,0.04,0.0,0.5556,0.2222,0.0,https://spark-interfax.ru/system/home/card#/company/329A77EA950043E998AF192E7A594531/101,0,838,107,10,1,7705993209
805,2026-03-22,Баррикадная,Ресторан Eliso / Элисо,ул. Поварская 29/36с1,0.0,37.588323,55.756572,0.0,2800.0,Restaurant,755.0,1834,5.0,117.0,78,1.0,3.0,14.0,4.8,4.8,4.7786,0,0,50,396,57,0.86,0.06,0.08,0.78,0.08,0.12,0.04,0.06,0.06,0.02,0.75,0.75,0.25,-,-,-,-,-,-,-
806,2026-03-22,Чистые пруды,Ресторан Flâner / Фланер,пер. Кривоколенный 7,0.0,37.636412,55.762575,0.0,2800.0,Restaurant,378.0,1397,4.7,1757.0,1171,24.0,47.0,57.0,4.5217,4.5111,4.5127,0,0,50,410,61,0.74,0.06,0.2,0.54,0.08,0.16,0.04,0.06,0.12,0.0,0.3,0.6,0.0,https://spark-interfax.ru/system/home/card#/company/7653E49E38CC6221E0531B9AA8C08D92/101,0,"76,2",1,12,0,7724454555
807,2026-03-22,Трубная,Ресторан Folk / Фолк,б-р Цветной 2,0.0,37.624023,55.768595,0.0,2800.0,Restaurant,253.0,1478,4.9,3500.0,2333,1.0,2.0,8.0,4.4,4.45,4.3875,0,0,50,530,78,0.88,0.06,0.06,0.82,0.08,0.14,0.04,0.02,0.02,0.0,0.3333,0.3333,0.0,https://spark-interfax.ru/system/home/card#/company/BFF3F35E91897B08E053219AA8C01757/101,0,328,"17,8",2,1,9702031944
808,2026-03-22,Чеховская,Ресторан Галки,Страстной б-р 4/3,0.0,37.608157,55.765507,0.0,2800.0,Restaurant,156.0,1230,4.9,9183.0,6122,16.0,41.0,69.0,4.4813,4.5976,4.5394,0,0,3,986,149,1.0,0.0,0.0,1.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://spark-interfax.ru/system/home/card#/company/596C31942FBD4AFA95C386E040E58E54/101,0,306,"26,8",2,0,7716828550
809,2026-03-22,Трубная,Ресторан Горыныч,"Рождественский б-р 1, этаж 3",0.0,37.624028,55.766751,0.0,2800.0,Restaurant,340.0,1282,4.9,20067.0,13378,17.0,25.0,42.0,4.35,4.4545,4.4895,0,0,50,778,118,0.86,0.02,0.12,0.74,0.16,0.12,0.02,0.04,0.06,0.0,0.3333,0.5,0.0,-,-,-,-,-,-,-
810,2026-03-22,Смоленская,Ресторан ГоТай,Плотников переулок д.15,0.0,37.588388,55.746183,0.0,2800.0,Restaurant,404.0,2118,4.9,298.0,199,3.0,7.0,19.0,4.7,4.7167,4.5647,0,0,50,560,84,0.88,0.0,0.12,0.76,0.12,0.14,0.14,0.06,0.06,0.02,0.5,0.5,0.1667,-,-,-,-,-,-,-
811,2026-03-22,Тверская,Бар Happy End Bar & Kitchen / Хэпи энд бар & Китчен,Спиридоньевский переулок 9 стр1,0.0,37.593971,55.762652,0.0,3000.0,Bar,816.0,1663,4.5,2119.0,1413,10.0,16.0,21.0,4.5429,4.5917,4.6,0,0,50,393,61,0.4,0.08,0.52,-0.12,0.24,0.06,0.14,0.22,0.04,0.08,0.4231,0.0769,0.1538,https://spark-interfax.ru/system/home/card#/company/2667BEE5429E457A94BBA8207674692A/101,0,98,"-1,5",12,2,7716808722
812,2026-03-22,Чеховская,Кальянная HookahPlace Futura / Хукахплейс футура,"Страстной бул. 6, стр. 1",0.0,37.608698,55.765748,1.0,2200.0,Hookah lounge,162.0,1238,5.0,643.0,429,12.0,29.0,44.0,4.5417,4.65,4.6463,0,0,50,380,57,0.92,0.0,0.08,0.84,0.14,0.04,0.0,0.0,0.02,0.0,0.0,0.25,0.0,https://spark-interfax.ru/system/home/card#/company/DB889A6D96F857BDE053259AA8C0C194/101,0,"198,1",26,0,1,9701201713
813,2026-03-22,Тверская,Ресторан Хорошая девочка,ул. Малая Бронная 10с1,0.0,37.596696,55.760743,0.0,3000.0,Restaurant,755.0,1419,4.7,5391.0,3594,9.0,15.0,39.0,4.2444,4.2571,4.45,0,0,50,569,83,0.74,0.02,0.24,0.5,0.2,0.1,0.06,0.1,0.06,0.06,0.4167,0.25,0.25,-,-,-,-,-,-,-
